PRINT_NUM;IE_NAME;IE_DETAIL_PICTURE;IP_PROP_THEME;PRODUCT_CODE;SERVICE_CODE
800;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 800 (Котенок в шляпе стимпанк);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 800 (Котенок в шляпе стимпанк).jpg;Кошки;00-00006498;00-00038357
651;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 651 (Котенок космонавт);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 651 (Котенок космонавт).jpg;Кошки;00-00006498;00-00038357
869;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 869 (Котенок с бабочкой);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 869 (Котенок с бабочкой).jpg;Кошки;00-00006498;00-00038357
533;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 533 (Котик);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 533 (Котик).jpg;Арты;00-00006498;00-00038357
854;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 854 (Котята);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 854 (Котята).jpg;Кошки;00-00006498;00-00038357
539;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 539 (Красные розы в саду);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 539 (Красные розы в саду).jpg;Природа;00-00006498;00-00038357
113;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 113 (Красные розы);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 113 (Красные розы).jpg;Природа;00-00006498;00-00038357
871;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 871 (Кремль на Красной Площади зимой);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 871 (Кремль на Красной Площади зимой).jpg;Города, страны, гербы;00-00006498;00-00038357
340;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 340 (Криминальное чтиво Миа);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 340 (Криминальное чтиво Миа).jpg;Фильмы, сериалы, комиксы;00-00006498;00-00038357
952;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 952 (Крокодил Lacoste);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 952 (Крокодил Lacoste).jpg;Мода, тренды, логотипы, бренды;00-00006498;00-00038357
115;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 115 (Кролик);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 115 (Кролик).jpg;Животные;00-00006498;00-00038357
427;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 427 (Крутой кот в очках);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 427 (Крутой кот в очках).jpg;Кошки;00-00006498;00-00038357
768;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 768 (Лайки);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 768 (Лайки).jpg;Мода, тренды, логотипы, бренды;00-00006498;00-00038357
738;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 738 (Лев арт в космосе);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 738 (Лев арт в космосе).jpg;Животные;00-00006498;00-00038357
644;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 644 (Лев оскал);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 644 (Лев оскал).jpg;Животные;00-00006498;00-00038357
758;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 758 (Лев черно белый);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 758 (Лев черно белый).jpg;Животные;00-00006498;00-00038357
626;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 626 (Лего узоры);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 626 (Лего узоры).jpg;Текстуры, узоры, графика;00-00006498;00-00038357
510;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 510 (Леди Баг и Супер Кот);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 510 (Леди Баг и Супер Кот).jpg;Мультфильмы и детские;00-00006498;00-00038357
497;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 497 (Леди Баг);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 497 (Леди Баг).jpg;Мультфильмы и детские;00-00006498;00-00038357
894;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 894 (Леопард арт);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 894 (Леопард арт).jpg;Животные;00-00006498;00-00038357
103;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 103 (Леопард оскал);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 103 (Леопард оскал).jpg;Животные;00-00006498;00-00038357
471;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 471 (Леопард);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 471 (Леопард).jpg;Животные;00-00006498;00-00038357
283;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 283 (Лиса арт);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 283 (Лиса арт).jpg;Животные;00-00006498;00-00038357
986;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 986 (Лиса рисунок);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 986 (Лиса рисунок).jpg;Животные;00-00006498;00-00038357
502;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 502 (Логотип Apple в стиле гуччи);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 502 (Логотип Apple в стиле гуччи).jpg;Мода, тренды, логотипы, бренды;00-00006498;00-00038357
712;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 712 (Логотип Apple);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 712 (Логотип Apple).jpg;Мода, тренды, логотипы, бренды;00-00006498;00-00038357
343;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 343 (Лондон);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 343 (Лондон).jpg;Арты;00-00006498;00-00038357
269;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 269 (Лошадь);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 269 (Лошадь).jpg;Животные;00-00006498;00-00038357
722;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 722 (Майкл Джексон);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 722 (Майкл Джексон).jpg;Арты;00-00006498;00-00038357
576;Чехол для ASUS ZenFone Go (ZB500KG) силикон прозрачный Принт 576 (Маки);/upload/products_pictures/silicone/ASUS ZenFone Go (ZB500KG)/pr/white/Принт 576 (Маки).jpg;Текстуры, узоры, графика;00-00006498;00-00038357
