catalog_name;stuff_name;stuff_url;descr;size;atr
Жилеты зимние для охоты, рыбалки и туризма;ЖИЛЕТ «ХАКИ» ;https://ck-textil.ru/zimnyaya-odezhda/zhilety/zhilet-haki.html;"Ткань: таслан (100% полиэстер)  Подкладка: «флис» (100% полиэстер)  Утеплитель: синтепон 200 г/м² Жилет из ткани Таслан.  -жилет с утеплителем;  -застежка молния;  -воротник стойка;  -нагрудный карман на молнии;  -два боковых кармана. ";['44-46 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (5-6 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)', '64-66 (5-6 рост)', '68-70 (5-6 рост)'];  Ткань таслан (100% полиэстер)   Подкладка флис (100% полиэстер)   Утеплитель синтепон 200 г/м²  
Жилеты зимние для охоты, рыбалки и туризма;ЖИЛЕТ «МЕХ» ;https://ck-textil.ru/zimnyaya-odezhda/zhilety/zhilet-meh.html;"Материалы:  Ткань: грета (50% хлопок, 50% полиэстер)  Подкладка: искуственный мех (100% полиэстер)  Утеплитель: синтепон 200 г/м² Жилет из ткани Грета.  -жилет с утеплителем;  -застежка молния;  -воротник стойка;  -нагрудный карман на молнии;  -два боковых кармана. ";['44-46 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (5-6 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань грета (50% хлопок, 50% полиэстер)   Подкладка искуственный мех (100% полиэстер)   Утеплитель синтепон 200 г/м²  
Жилеты зимние для охоты, рыбалки и туризма;ЖИЛЕТ «УТЕПЛЁННЫЙ» ;https://ck-textil.ru/zimnyaya-odezhda/zhilety/zhilet-uteplyonnyj.html;"Материалы:  Верх: алова (100% полиэстер)  Подкладка: флис (100% полиэстер)   Утеплитель: синтепон 200 г/м² Жилет из ткани АЛОВА.  - жилет с утеплителем;  - застёжка молния;  - 2 кармана листочка;  - 2 объёмных кармана с клапаном на липучке;  - воротник стойка;  - съёмный капюшон с регулировкой объёма. ";['44-46 (3-4 рост)', '48-50 (5-6 рост)', '52-54 (5-6 рост)', '56-58 (5-6 рост)', '60-62 (5-6 рост)'];  Ткань алова (100% полиэстер)   Подкладка флис (100% полиэстер)   Утеплитель синтепон 200 г/м²   Цвет лес  
Обувь;Сапоги женские из ПВХ арт. 98-70У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-zhenskie-iz-pvh-art-98-70u.html;Сапоги женские утепленные, изготовленные из ПВХ (поливинилхлорид) с меховым отворотом.  Внутри сапога утеплитель из НТП (нетканое полотно). ;['35-36', '36-37', '37-38', '38-39', '39-40'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ПВХ (поливинилхлорид)  
Обувь;Сапоги мужские утепленные из ПВХ арт. 95-77У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-uteplennye-iz-pvh-art-95-77u.html;Сапоги мужские утепленные, изготовленные из однотонного ПВХ (поливинилхлорид), утеплитель НТП (нетканое полотно). ;['41', '42', '43', '44', '45', '46'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ПВХ (поливинилхлорид)  
Обувь;Полусапожки детские утепленные 313 УТЛ ДЕТСКИЕ с текстильным верхом;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-detskie-uteplennye-313-utl-detskie-s-tekstilnym.html;"Полусапожки детские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голеница. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голеница бузусловный ПЛЮС в процессе одевания и эксплуатации обуви.   Высота сапог  20 см. ";[' 31-32', '33-34'];  Утеплитель НТП (нетканое полотно)   Цвет разноцветные   Материал ЭВА  
Обувь;Полусапожки женские утепленные 313 УТЛ с текстильным верхом;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-zhenskie-uteplennye-313-utl-s-tekstilnym-verhom.html;"Полусапожки женские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голенища. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голенища безусловный ПЛЮС в процессе одевания и эксплуатации обуви. ";['35-36', '37-38', '38-39', '39-40', '40-41'];  Утеплитель НТП (нетканое полотно)   Цвет чёрный, серый   Материал ЭВА  
Обувь;Полусапожки мужские утепленные 313 УТЛ МУЖСКИЕ с текстильным верхом олива;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-muzhskie-uteplennye-313-utl-muzhskie-s-tekstiln.html;"Полусапожки мужские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голенища. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голенища безусловный ПЛЮС в процессе одевания и эксплуатации обуви. ";['40-41', '42-43', '43-44', '44-45', '46-47'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ЭВА  
Обувь;Полусапожки мужские утепленные 313 УТЛ МУЖСКИЕ с текстильным верхом черные;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-muzhskie-uteplennye-313-utl-muzhskie-s-tekstiln-1.html;"Полусапожки мужские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голенища. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голенища безусловный ПЛЮС в процессе одевания и эксплуатации обуви. ";['40-41', '42-43', '43-44', '44-45', '46-47'];  Утеплитель НТП (нетканое полотно)   Цвет черный   Материал ЭВА  
Обувь;Сапожки детские утепленные из ЭВА с надставкой арт. 490НУ;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapozhki-detskie-uteplennye-iz-eva-s-nadstavkoj-art-490nu.html;Сапожки детские из ЭВА с надставкой, утепленные. Утеплитель из натурального меха, дублированный трикотажем с прослойкой из мембраны.   Выдерживают до -30 град. С  Высота: 24,5 см ;['25-26', '27-28', '29-30', ' 31-32', '33-34'];  Цвет разноцветные   Материал ЭВА  
Обувь;Сапоги мужские высокие утепленные из ПВХ арт. 179-70НУ;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-vysokie-uteplennye-iz-pvh-art-179-70nu.html;Сапоги мужские высокие утепленные, изготовленные из однотонного ПВХ (поливинилхлорид) с надставкой.  Внутри сапога утеплитель из НТП (нетканое полотно). ;['41', '45', '46'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ПВХ (поливинилхлорид)  
Обувь;Ботильоны женские из ЭВА арт. 869У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/botilony-zhenskie-iz-eva-art-869u.html;Ботильоны женские из ЭВА (этилвинилацетат), утепленные.   Специально вспененный материал позволяет ботинкам сохранять свои тепловые качества при отрицательной температуре.   Комплектуются вкладным чулком, поролон треплированный трикотажем с двух сторон.   Выдерживают до -15 град.   Высота: 25 см ;['36-37', '37-38', '38-39', '39-40', '40-41'];  Цвет черный,серый,темно-синий   Материал ЭВА  
Обувь;Ботинки мужские из ЭВА арт. 969У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/botinki-muzhskie-iz-eva-art-969u.html;Ботинки мужские из ЭВА (этилвинилацетат), утепленные.  Специально вспененный материал позволяет ботинкам сохранять свои тепловые качества при отрицательной температуре.  Комплектуются вкладным чулком, поролон треплированный трикотажем с двух сторон.  Высота (см) 23, 5 ;['46-47'];  Цвет чёрный   Материал ЭВА  
Обувь;Сапоги мужские рыбацкие из ЭВА с манжетой арт. 915;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-iz-eva-s-manzhetoj-art-915.html;Сапоги мужские из ЭВА (морозостойкий материал).  Манжета сапога, изготовленная из водоотталкивающего ткани «Оксфорд», фиксируется на ноге с помощью шнурка и стопора. Что препятствует попаданию снега внутрь.  Комплектуется вкладным чулком. Изготовленным из 3-х слоев на основе натуральных материалов с дополнительным усилением пяточной части.  Высота (см) 42. ;['41-42'];  Цвет олива   Материал ЭВА  
Обувь;Сапоги мужские рыбацкие из ПВХ арт. 179-75;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-iz-pvh-art-179-75.html;Основа сапога изготовлена из однотонного ПВХ, верх - из водонепроницаемого материала винитол.  Вверху сапога имеется фиксатор, который крепится к ремню, обеспечивая таким образом удобство при передвижении. ;['41', '45', '46'];  Цвет олива   Материал ПВХ (поливинилхлорид)  
Обувь;БЕРЦЫ ЛЕТНИЕ;https://ck-textil.ru/obuv/bercy/bercy-letnie.html;Летние кожаные берцы. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка бесподкладочные   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Обувь;БЕРЦЫ ЛЕТНИЕ ПОДРОСТКОВЫЕ;https://ck-textil.ru/obuv/bercy/bercy-letnie-podrostkovye.html;Летние кожаные берцы. ;['36', '37', '38', '39'];  Подкладка бесподкладочные   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Обувь;БЕРЦЫ ОБЛЕГЧЁННЫЕ;https://ck-textil.ru/obuv/bercy/bercy-oblegchyonnye.html;Демисезонные/летние кожаные берцы. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка бесподкладочные   Цвет чёрный   Материал юфтевая кожа, водоотталкивающая ткань   Подошва маслобензостойкая  
Обувь;Сапоги мужские рыбацкие из ЭВА с надставкой 960-40 AS;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-iz-eva-s-nadstavkoj-960-40.html;Сапоги мужские из ЭВА с надставкой, Модель SPECI.ALL CLASS -40 °C ACTIVE STEP, комплектуется комбинированным четырехслойным утеплителем, изготовленным с применением шерсти и льна.  Манжета сапога из водоотталкивающей ткани «Оксфорд» фиксируется на ноге с помощью шнурка и стопора, что препятствует попаданию снега и воды внутрь.  Мы разработали бюджетный вариант полюбившейся нашим покупателям модели SPECI.ALL CLASS -45 °C. Внесены изменения в состав утеплителя, теперь он четырехслойных.  Высота сапог 42 см. ;['41-42', '46-47'];  Цвет олива   Материал ЭВА  
Обувь;БЕРЦЫ С ИСКУССТВЕННЫМ МЕХОМ;https://ck-textil.ru/obuv/bercy/bercy-s-iskusstvennym-mehom.html;Зимние кожаные берцы  с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка искусственный мех   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Обувь;Сапоги женские из ЭВА арт. 990-45;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-zhenskie-iz-eva-art-990-45.html;Сапоги женские из ЭВА (морозостойкий материал). Манжета сапог, изготовлена из водоотталкивающей ткани «Оксфорд». Комплектуются вкладным чулком, изготовленным из 6-и слоёв на основе натуральных материалов с дополнительным усилением пяточной части.  Температура тепла сохраняется до -45°С  Высота сапог 32 см. ;['36-37', '37-38', '38-39', '40-41'];  Цвет черный,серый,баклажановый   Материал ЭВА  
Обувь;Сапоги мужские рыбацкие утепленные из ЭВА с надставкой арт. 960-45;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-uteplennye-iz-eva-s-nadstavkoj-art.html;Сапоги мужские из ЭВА с надставкой, Модель SPECI.ALL CLASS -45 °C, комплектуются шестислойным утеплителем.  Манжета сапога из водоотталкивающей ткани «Оксфорд» фиксируется на ноге с помощью шнурка и стопора, что препятствует попаданию снега и воды внутрь.  Высота сапог 42 см. ;['41-42', '46-47'];  Цвет олива   Материал ЭВА  
Обувь;БЕРЦЫ С НАТУРАЛЬНЫМ МЕХОМ;https://ck-textil.ru/obuv/bercy/bercy-s-naturalnym-mehom.html;Зимние кожаные берцы  с натуральным мехом. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка натуральный мех   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Обувь;Полукомбинезон мужской рыбацкий из ПВХ арт. 179-85;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polukombinezon-muzhskoj-rybackij-iz-pvh-art-179-85.html;Текстильный верх, выполненный из водонепроницаемой ПВХ-ткани (винитол), крепится к базовому сапогу на современном итальянском оборудовании при помощи сварки током высокой частоты.  Дополнительно применяется технология двойного шва, которая придает обуви еще большую прочность, износостойкость и герметичность.  Для легкого и быстрого снятия полукомбинезона приспособлены удобные и качественнее карабины.  Внутренний карман для хранения мелких предметов создает дополнительное удобство на рыбалке. ;['41', '42'];  Цвет олива   Материал ПВХ (поливинилхлорид)  
Обувь;УНТЫ ЖЕНСКИЕ РЫЖИЕ;https://ck-textil.ru/obuv/unty/unty-zhenskie-ryzhie.html;Унты женские с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42'];  Подкладка натуральный мех   Цвет рыжий   Материал замша, искусственный мех   Подошва микропористая резина  
Обувь;УНТЫ ЖЕНСКИЕ ЧЕРНЫЕ;https://ck-textil.ru/obuv/unty/unty-zhenskie-chernye.html;Унты женские с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42'];  Подкладка натуральный мех   Цвет чёрный   Материал замша, искусственный мех   Подошва микропористая резина  
Обувь;УНТЫ ЖЕНСКИЕ ШОКОЛАДНЫЕ;https://ck-textil.ru/obuv/unty/unty-zhenskie-shokoladnye.html;Унты женские с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42'];  Подкладка натуральный мех   Цвет шоколадный   Материал замша, искусственный мех   Подошва микропористая резина  
Обувь;УНТЫ МУЖСКИЕ;https://ck-textil.ru/obuv/unty/unty-muzhskie.html;Унты мужские с искусственным мехом. ;['40', '41', '42', '43', '44', '45', '46', '47'];  Подкладка натуральный мех   Цвет чёрный   Материал кожа, искусственный мех   Подошва микропористая резина  
Сапоги из ЭВА и ПВХ;Сапоги женские из ПВХ арт. 98-70У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-zhenskie-iz-pvh-art-98-70u.html;Сапоги женские утепленные, изготовленные из ПВХ (поливинилхлорид) с меховым отворотом.  Внутри сапога утеплитель из НТП (нетканое полотно). ;['35-36', '36-37', '37-38', '38-39', '39-40'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ПВХ (поливинилхлорид)  
Сапоги из ЭВА и ПВХ;Сапоги мужские утепленные из ПВХ арт. 95-77У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-uteplennye-iz-pvh-art-95-77u.html;Сапоги мужские утепленные, изготовленные из однотонного ПВХ (поливинилхлорид), утеплитель НТП (нетканое полотно). ;['41', '42', '43', '44', '45', '46'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ПВХ (поливинилхлорид)  
Сапоги из ЭВА и ПВХ;Полусапожки детские утепленные 313 УТЛ ДЕТСКИЕ с текстильным верхом;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-detskie-uteplennye-313-utl-detskie-s-tekstilnym.html;"Полусапожки детские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голеница. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голеница бузусловный ПЛЮС в процессе одевания и эксплуатации обуви.   Высота сапог  20 см. ";[' 31-32', '33-34'];  Утеплитель НТП (нетканое полотно)   Цвет разноцветные   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Полусапожки женские утепленные 313 УТЛ с текстильным верхом;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-zhenskie-uteplennye-313-utl-s-tekstilnym-verhom.html;"Полусапожки женские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голенища. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голенища безусловный ПЛЮС в процессе одевания и эксплуатации обуви. ";['35-36', '37-38', '38-39', '39-40', '40-41'];  Утеплитель НТП (нетканое полотно)   Цвет чёрный, серый   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Полусапожки мужские утепленные 313 УТЛ МУЖСКИЕ с текстильным верхом олива;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-muzhskie-uteplennye-313-utl-muzhskie-s-tekstiln.html;"Полусапожки мужские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голенища. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голенища безусловный ПЛЮС в процессе одевания и эксплуатации обуви. ";['40-41', '42-43', '43-44', '44-45', '46-47'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Полусапожки мужские утепленные 313 УТЛ МУЖСКИЕ с текстильным верхом черные;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polusapozhki-muzhskie-uteplennye-313-utl-muzhskie-s-tekstiln-1.html;"Полусапожки мужские утепленные, изготовленные из легкого и стоикого материала ЭВА (этиловинилацетат) с текстильным верхом из водоотталкивающего материала ОКСФОРД. Верх полусапожек оснащен застежкой ""ЛИПУЧКА"", позволяющей увеличить ширину голенища. Внутри полусапожек утеплитель из НТП (нетканное полотно). Регулирующая ширина голенища безусловный ПЛЮС в процессе одевания и эксплуатации обуви. ";['40-41', '42-43', '43-44', '44-45', '46-47'];  Утеплитель НТП (нетканое полотно)   Цвет черный   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Сапожки детские утепленные из ЭВА с надставкой арт. 490НУ;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapozhki-detskie-uteplennye-iz-eva-s-nadstavkoj-art-490nu.html;Сапожки детские из ЭВА с надставкой, утепленные. Утеплитель из натурального меха, дублированный трикотажем с прослойкой из мембраны.   Выдерживают до -30 град. С  Высота: 24,5 см ;['25-26', '27-28', '29-30', ' 31-32', '33-34'];  Цвет разноцветные   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Сапоги мужские высокие утепленные из ПВХ арт. 179-70НУ;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-vysokie-uteplennye-iz-pvh-art-179-70nu.html;Сапоги мужские высокие утепленные, изготовленные из однотонного ПВХ (поливинилхлорид) с надставкой.  Внутри сапога утеплитель из НТП (нетканое полотно). ;['41', '45', '46'];  Утеплитель НТП (нетканое полотно)   Цвет олива   Материал ПВХ (поливинилхлорид)  
Сапоги из ЭВА и ПВХ;Ботильоны женские из ЭВА арт. 869У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/botilony-zhenskie-iz-eva-art-869u.html;Ботильоны женские из ЭВА (этилвинилацетат), утепленные.   Специально вспененный материал позволяет ботинкам сохранять свои тепловые качества при отрицательной температуре.   Комплектуются вкладным чулком, поролон треплированный трикотажем с двух сторон.   Выдерживают до -15 град.   Высота: 25 см ;['36-37', '37-38', '38-39', '39-40', '40-41'];  Цвет черный,серый,темно-синий   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Ботинки мужские из ЭВА арт. 969У;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/botinki-muzhskie-iz-eva-art-969u.html;Ботинки мужские из ЭВА (этилвинилацетат), утепленные.  Специально вспененный материал позволяет ботинкам сохранять свои тепловые качества при отрицательной температуре.  Комплектуются вкладным чулком, поролон треплированный трикотажем с двух сторон.  Высота (см) 23, 5 ;['46-47'];  Цвет чёрный   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Сапоги мужские рыбацкие из ЭВА с манжетой арт. 915;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-iz-eva-s-manzhetoj-art-915.html;Сапоги мужские из ЭВА (морозостойкий материал).  Манжета сапога, изготовленная из водоотталкивающего ткани «Оксфорд», фиксируется на ноге с помощью шнурка и стопора. Что препятствует попаданию снега внутрь.  Комплектуется вкладным чулком. Изготовленным из 3-х слоев на основе натуральных материалов с дополнительным усилением пяточной части.  Высота (см) 42. ;['41-42'];  Цвет олива   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Сапоги мужские рыбацкие из ПВХ арт. 179-75;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-iz-pvh-art-179-75.html;Основа сапога изготовлена из однотонного ПВХ, верх - из водонепроницаемого материала винитол.  Вверху сапога имеется фиксатор, который крепится к ремню, обеспечивая таким образом удобство при передвижении. ;['41', '45', '46'];  Цвет олива   Материал ПВХ (поливинилхлорид)  
Сапоги из ЭВА и ПВХ;Сапоги мужские рыбацкие из ЭВА с надставкой 960-40 AS;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-iz-eva-s-nadstavkoj-960-40.html;Сапоги мужские из ЭВА с надставкой, Модель SPECI.ALL CLASS -40 °C ACTIVE STEP, комплектуется комбинированным четырехслойным утеплителем, изготовленным с применением шерсти и льна.  Манжета сапога из водоотталкивающей ткани «Оксфорд» фиксируется на ноге с помощью шнурка и стопора, что препятствует попаданию снега и воды внутрь.  Мы разработали бюджетный вариант полюбившейся нашим покупателям модели SPECI.ALL CLASS -45 °C. Внесены изменения в состав утеплителя, теперь он четырехслойных.  Высота сапог 42 см. ;['41-42', '46-47'];  Цвет олива   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Сапоги женские из ЭВА арт. 990-45;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-zhenskie-iz-eva-art-990-45.html;Сапоги женские из ЭВА (морозостойкий материал). Манжета сапог, изготовлена из водоотталкивающей ткани «Оксфорд». Комплектуются вкладным чулком, изготовленным из 6-и слоёв на основе натуральных материалов с дополнительным усилением пяточной части.  Температура тепла сохраняется до -45°С  Высота сапог 32 см. ;['36-37', '37-38', '38-39', '40-41'];  Цвет черный,серый,баклажановый   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Сапоги мужские рыбацкие утепленные из ЭВА с надставкой арт. 960-45;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/sapogi-muzhskie-rybackie-uteplennye-iz-eva-s-nadstavkoj-art.html;Сапоги мужские из ЭВА с надставкой, Модель SPECI.ALL CLASS -45 °C, комплектуются шестислойным утеплителем.  Манжета сапога из водоотталкивающей ткани «Оксфорд» фиксируется на ноге с помощью шнурка и стопора, что препятствует попаданию снега и воды внутрь.  Высота сапог 42 см. ;['41-42', '46-47'];  Цвет олива   Материал ЭВА  
Сапоги из ЭВА и ПВХ;Полукомбинезон мужской рыбацкий из ПВХ арт. 179-85;https://ck-textil.ru/obuv/sapogi-iz-eva-i-pvh/polukombinezon-muzhskoj-rybackij-iz-pvh-art-179-85.html;Текстильный верх, выполненный из водонепроницаемой ПВХ-ткани (винитол), крепится к базовому сапогу на современном итальянском оборудовании при помощи сварки током высокой частоты.  Дополнительно применяется технология двойного шва, которая придает обуви еще большую прочность, износостойкость и герметичность.  Для легкого и быстрого снятия полукомбинезона приспособлены удобные и качественнее карабины.  Внутренний карман для хранения мелких предметов создает дополнительное удобство на рыбалке. ;['41', '42'];  Цвет олива   Материал ПВХ (поливинилхлорид)  
Берцы;БЕРЦЫ ЛЕТНИЕ;https://ck-textil.ru/obuv/bercy/bercy-letnie.html;Летние кожаные берцы. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка бесподкладочные   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Берцы;БЕРЦЫ ЛЕТНИЕ ПОДРОСТКОВЫЕ;https://ck-textil.ru/obuv/bercy/bercy-letnie-podrostkovye.html;Летние кожаные берцы. ;['36', '37', '38', '39'];  Подкладка бесподкладочные   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Берцы;БЕРЦЫ ОБЛЕГЧЁННЫЕ;https://ck-textil.ru/obuv/bercy/bercy-oblegchyonnye.html;Демисезонные/летние кожаные берцы. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка бесподкладочные   Цвет чёрный   Материал юфтевая кожа, водоотталкивающая ткань   Подошва маслобензостойкая  
Берцы;БЕРЦЫ С ИСКУССТВЕННЫМ МЕХОМ;https://ck-textil.ru/obuv/bercy/bercy-s-iskusstvennym-mehom.html;Зимние кожаные берцы  с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка искусственный мех   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Берцы;БЕРЦЫ С НАТУРАЛЬНЫМ МЕХОМ;https://ck-textil.ru/obuv/bercy/bercy-s-naturalnym-mehom.html;Зимние кожаные берцы  с натуральным мехом. ;['36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46'];  Подкладка натуральный мех   Цвет чёрный   Материал юфтевая кожа   Подошва маслобензостойкая  
Унты;УНТЫ ЖЕНСКИЕ РЫЖИЕ;https://ck-textil.ru/obuv/unty/unty-zhenskie-ryzhie.html;Унты женские с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42'];  Подкладка натуральный мех   Цвет рыжий   Материал замша, искусственный мех   Подошва микропористая резина  
Унты;УНТЫ ЖЕНСКИЕ ЧЕРНЫЕ;https://ck-textil.ru/obuv/unty/unty-zhenskie-chernye.html;Унты женские с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42'];  Подкладка натуральный мех   Цвет чёрный   Материал замша, искусственный мех   Подошва микропористая резина  
Унты;УНТЫ ЖЕНСКИЕ ШОКОЛАДНЫЕ;https://ck-textil.ru/obuv/unty/unty-zhenskie-shokoladnye.html;Унты женские с искусственным мехом. ;['36', '37', '38', '39', '40', '41', '42'];  Подкладка натуральный мех   Цвет шоколадный   Материал замша, искусственный мех   Подошва микропористая резина  
Унты;УНТЫ МУЖСКИЕ;https://ck-textil.ru/obuv/unty/unty-muzhskie.html;Унты мужские с искусственным мехом. ;['40', '41', '42', '43', '44', '45', '46', '47'];  Подкладка натуральный мех   Цвет чёрный   Материал кожа, искусственный мех   Подошва микропористая резина  
Головные уборы;БАНДАНА КМФ ЦИФРА;https://ck-textil.ru/golovnye-ubory/bandana-kmf-cifra.html;;['универсальный'];  Цвет кмф  
Головные уборы;КЕПКА ЛЕТНЯЯ КМФ ЗЕЛЕНЫЙ;https://ck-textil.ru/golovnye-ubory/kepka-letnyaya-kmf-zelenyj.html;;['универсальный'];  Цвет кмф  
Головные уборы;КЕПКА ЛЕТНЯЯ КМФ ЛЕС 1;https://ck-textil.ru/golovnye-ubory/kepka-letnyaya-kmf-les-1.html;;['универсальный'];  Цвет кмф  
Головные уборы;КЕПКА ЛЕТНЯЯ КМФ ЛЕС 2;https://ck-textil.ru/golovnye-ubory/kepka-letnyaya-kmf-les-2.html;;['универсальный'];  Цвет кмф  
