category_name;name_stuff;url_stuff;size;color;cloth;price
Одежда для салонов красоты и SPA;Халат медицинский (Туника);https://argo-ivanovo.ru/dlja-parikmaxerov/tunika-tisi; 42  44  46 ; Белый ; 65% полиэстер, 35 % хлопок ;628р.
Одежда для салонов красоты и SPA;Фартук ОДНОРАЗОВЫЙ ;https://argo-ivanovo.ru/dlja-parikmaxerov/fartuk-polietilenovyj-120x70sm-serebro; Универсальный ;; полиэтилен ;300р.
Рабочая одежда;"Берцы ""ОМОН""";https://argo-ivanovo.ru/rabochaja-odezhda?product_id=398; 43  45  39  47  41  40  42  44  46 ; Черный ;;1650р.
Рабочая одежда;Жилет Сигнальный;https://argo-ivanovo.ru/rabochaja-odezhda/zhilet-signalnyj; 60/62  56/58  52/54  48/50  44/46 ; Оранжевый  Желтый ;;290р.
Рабочая одежда;Костюм Мужской  Рабочий  № 25 С СОП;https://argo-ivanovo.ru/rabochaja-odezhda/kostjum-standart-1-s-sop; 44-46/170-176  44-46/182-188   48-50/170-176  48-50/182-188  52-54/170-176   52-54/182-188  56-58/170-176   56-58/182-188  60-62/170-176  60-62/182-188  ; Темно-синий ;  (35%-хл.., 65%-п/э) с ВО пропиткой ;750р.
Рабочая одежда;КОСТЮМ МУЖСКОЙ  РАБОЧИЙ № 24;https://argo-ivanovo.ru/rabochaja-odezhda/kostjum-rabochij-standart-1; 44-46/170-176  44-46/182-188   48-50/170-176  48-50/182-188  52-54/170-176   52-54/182-188  56-58/170-176   56-58/182-188  60-62/170-176  60-62/182-188  ; Темно-синий ;  (35%-хл.., 65%-п/э) с ВО пропиткой ;600р.
Рабочая одежда;Костюм противоэнцефалитный с сеткой;https://argo-ivanovo.ru/rabochaja-odezhda/kostjum-oxrannik; 44-46/170-176   48-50/170-176  52-54/170-176  56-58/170-176  60-62/170-176 ; Хаки ; палаточное полотно 250г. ;900р.
Трикотаж для униформы;Брюки женские;https://argo-ivanovo.ru/trikotazh-dlja-uniformy/brjuki-zhenskie; 46  48  50  52  54  56  58  60 ; Темно-синий ; футер ;580р.
Трикотаж для униформы;Брюки мужские;https://argo-ivanovo.ru/trikotazh-dlja-uniformy/brjuki-muzhskie; 46  48  50  52  54  56  58 ; Темно-синий ; футер ;680р.
Трикотаж для униформы;Футболка женская (44-60);https://argo-ivanovo.ru/trikotazh-dlja-uniformy/futbolka-zhenskaja; 44  46  50  52  54  56  58  60 ; В ассортименте ; хлопок ;330р.
Трикотаж для униформы;Футболка мужская (44-60);https://argo-ivanovo.ru/trikotazh-dlja-uniformy/futbolka-muzhskaja; 44  46  48  50  52  54  56  58  60 ; Василек  Бордо  Темно-синий ; хлопок ;330р.
Одноразовая одежда;Бахилы;https://argo-ivanovo.ru/odnorazovaja-odezhda/baxily; Универсальный ; В ассортименте ; спанбонд ;238р.
Одноразовая одежда;Пеньюар стандарт 140х100 см;https://argo-ivanovo.ru/odnorazovaja-odezhda/penjuar-polietilenovyj-ljuks-140x100sm; 100*140 ;; полиэтилен ;330р.
Одноразовая одежда;Перчатки виниловые прозрачные;https://argo-ivanovo.ru/odnorazovaja-odezhda/perchatki-vinilovye-neopudrennye;;; винил ;385р.
Одноразовая одежда;Перчатки латексные неопудренные;https://argo-ivanovo.ru/odnorazovaja-odezhda/perchatki-lateksnye; S-маленький  М - средний ; Белый ; латекс ;500р.
Одноразовая одежда;Перчатки нитриловые;https://argo-ivanovo.ru/odnorazovaja-odezhda/perchatki-polietilenovye; S-маленький  М - средний ; Пудра  Бирюза  Сирень ; нитрил ;500р.
Одноразовая одежда;Полотенце спанлейс стандарт;https://argo-ivanovo.ru/odnorazovaja-odezhda/polotentse-vafelnoe-ljuks-3570-sm; 35*70 ; Белый ; спанлейс ;425р.
Одноразовая одежда;Простыни СМС стандарт(20 штук);https://argo-ivanovo.ru/odnorazovaja-odezhda/prostynja-sms-standart-200160-sm;; Белый  Бирюза ; смс  ;488р.
Одноразовая одежда;Фартук ОДНОРАЗОВЫЙ ;https://argo-ivanovo.ru/odnorazovaja-odezhda/fartuk-polietilenovyj-120x70sm-serebro; Универсальный ;; полиэтилен ;300р.
